idx,domain,type,target_numcount,question,target_answer,r1_ox,r1_numcov_pct,r1_has_cite_marker,r1_has_support_word,r1_abstain,r1_answer_len,r1_answer_numcount,r2_ox,r2_numcov_pct,r2_has_cite_marker,r2_has_support_word,r2_abstain,r2_answer_len,r2_answer_numcount,r3_ox,r3_numcov_pct,r3_has_cite_marker,r3_has_support_word,r3_abstain,r3_answer_len,r3_answer_numcount,r4_ox,r4_numcov_pct,r4_has_cite_marker,r4_has_support_word,r4_abstain,r4_answer_len,r4_answer_numcount
223,public,paragraph,2,宇宙戦略基金の設立と関連する技術開発テーマの具体的な支援分野について説明し、各分野間でどのように柔軟な移行が可能かを詳述してください。,宇宙戦略基金は、民間企業や大学、スタートアップ、国立研究機関に対して10年間にわたる研究開発支援を強化する目的で設立されています。基金は「輸送」「衛星等」「探査等」の3つの分野にフォーカスし、それぞれの分野に対して「商業化支援」「社会課題解決」「フロンティア支援」の方向性に基づいた支援を行います。分野間や枠組み間の柔軟な移行が推進されることで、資源の効率的な活用とシナジー効果を最大限に引き出すことが期待されています。例えば、輸送技術が商業衛星の発展に貢献し、将来の探査ミッションの基盤となる場合などが考えられます。このように、各分野の研究開発は相互に補完し合いながら進行することができます。,O,50.0,0,0,0,1225,9,O,50.0,0,0,0,949,5,O,100.0,0,0,1,531,7,O,100.0,0,0,0,554,8
224,public,paragraph,1,インボイス制度の2割特例の対象者の基準について、具体的に教えてください。,"２割特例の適⽤対象者は、インボイス制度を機に免税事業者からインボイス発⾏事業者
として課税事業者になった者であす。具体的には、次に該当する者が対象となります。
・ 免税事業者がインボイス発⾏事業者の登録を受け、登録⽇から課税事業者となる者
・ 免税事業者が課税事業者選択届出書を提出した上で登録を受けてインボイス発⾏事業
者となる者",O,100.0,0,0,0,909,20,O,100.0,0,0,0,773,15,O,100.0,0,0,0,441,7,O,100.0,0,0,0,562,7
225,public,paragraph,0,取引時の振込手数料を売り手が負担しました。返還インボイスの交付義務免除の対象になるのはどのような処理を行った場合ですか？,売り⼿が負担する振込⼿数料相当額を売上値引きとして処理している場合には、返還インボイスの交付義務免除の対象となります。,O,,0,0,0,183,0,O,,0,0,0,151,0,O,,0,0,0,224,3,O,,0,0,0,335,3
226,public,paragraph,4,2割特例の対象者です。仮に令和6年の課税売り上げが1千万円を超えた場合、2割特例は適用されなくなりますか？適用されない場合、いつから適用外になりますか？,令和6年における課税売上⾼が 1 千万円を超えた場合、2割特例が適用されなくなります。具体的には、令和8年分の申告から2割特例の適用対象外となります。,O,100.0,0,0,0,451,21,X,100.0,0,0,0,449,18,O,100.0,0,0,0,326,15,O,100.0,0,1,0,558,29
227,public,paragraph,3,インボイス制度が施行開始された後でも、免税事業者が登録申請を行うことは可能か？,可能です。免税事業者が令和5年10月以降にインボイス制度に登録申請を行う場合、提出日から15日以後の日を登録希望日として記載すれば、その登録希望日から登録を受けることが可能です。,O,33.3,0,0,0,131,2,O,100.0,0,0,0,230,4,O,33.3,0,0,0,129,2,O,33.3,0,0,0,101,1
228,public,paragraph,0,「プロポーザル方式」と「総合評価方式」の違いについて、詳細に説明してください。また、それぞれの調達方法が適用される条件についても述べなさい。,「プロポーザル方式」と「総合評価方式」には次のような違いがあります。「プロポーザル方式」は高度な知識、構想力、専門的な技術力及び経験が必要な業務で、業務を履行するための技術提案に基づいて仕様を作成し、最も優れた成果が期待できるものです。それに対して、「総合評価方式」は高度な知識や構想力、専門的な技術力及び経験が必要なものの、事前に業務の仕様が確定可能であり、参加企業の提示する技術等により業務成果に相当程度の差異が期待できる業務に適用されます。,O,,0,0,0,1243,3,O,,0,0,0,1432,8,O,,0,0,0,1339,4,O,,0,0,0,1155,3
229,public,paragraph,2,神奈川県企業庁における総合評価方式の『簡易型』と『特別簡易型』の技術資料について説明し、それぞれの技術的能力の評価項目についても教えてください。,『簡易型』では、技術資料としては、当該業務の履行に必要な技術力を業務実施方針として求めるほか、企業及び配置予定技術者の技術的能力に関する資料を求める。また、必要に応じ企業の社会性・信頼性及び地域特有の課題(施策)への取組に関する資料を求めます。企業の技術的能力として、同種業務実績、地域精通度、業務成績評定点の平均点、ISO9001及びISO14001認証取得により評価されます。一方、『特別簡易型』では、技術資料としては、企業及び配置予定技術者の技術的能力に関する資料を求めます。また、必要に応じ企業の社会性・信頼性及び地域特有の課題(施策)への取組に関する資料を求める場合があります。 評価項目としては、同種業務実績、地域精通度、業務成績評定点の平均点、ISO9001及びISO14001認証取得が含まれます。,X,100.0,0,0,0,2493,77,O,100.0,0,0,0,1538,36,O,100.0,0,0,0,1102,22,O,100.0,0,0,0,939,11
230,public,paragraph,0,総合評価方式による入札執行手続きにおいて、技術資料に関する疑義等申立てはどの段階で行われ、どのように処理されるのか？,技術資料に関する疑義等申立ては、入札後、技術資料の審査やヒアリングが行われた後、落札候補者の技術資料の確認段階で行われます。この段階で申立てがあった場合、仮称総合評価審査委員会が設置され、学識経験者からの意見聴取が行われます。その結果により、場合によっては落札候補者が変更され、新たな落札候補者の技術資料の確認が再度必要となります。逆に、疑義等申立てが含まれない場合、そのまま落札候補者が決定されます。,O,,0,0,0,587,4,O,,0,0,0,651,6,X,,0,0,0,125,1,X,,0,1,1,461,4
231,public,table,0,神奈川県企業庁の工事系業務の委託先について、技術者の継続教育についてどのような国家資格で判断しているか。継続教育の実績証明として有効な国家資格を全て教えてください。,（公社）日本技術士会の技術士、（一社）建設コンサルタンツ協会のRCCM、（公社）土木学会の土木学会上級技術者または土木学会一級技術者、 （一社）全国土木施工管理技士会連合会の一級土木施工管理技士、建築ＣＰＤ運営会議の建築士が該当します。,O,,0,0,0,405,6,O,,0,0,0,534,7,O,,0,0,0,283,1,O,,0,0,0,502,12
232,public,table,2,配置予定技術者の評価機関に、介護休業が重なった場合、休業期間は評価対象になりますか？評価対象になる場合、期間についても教えてください。,配置予定技術者の実績（同種業務実績、業務成績評定点実績）を評価する期間に、介護休業期間が重複している技術者に対して、休業期間分を、評価対象期間に加えて過去に遡り評価できることとする。要介護状態にある対象家族を介護するための介護休業を取得した場合、対象家族１人につき通算 93 日まで が対象期間となります。,X,50.0,0,0,0,295,1,X,50.0,0,0,0,319,11,O,100.0,0,0,0,304,14,X,100.0,0,0,0,328,12
233,public,image,0,まちづくりの開発誘導の流れについて、まちづくり推進計画やまちづくりガイドラインを作成した後、事業者選定までの流れについて説明してください。,まちづくり推進計画やまちづくりガイドラインを作成した後、公募上必要な場合は地区別実施計画を策定します。その後、公募を行い、事業者選定を行います。,O,,0,0,0,885,7,O,,0,0,0,568,8,O,,0,0,0,261,4,X,,0,0,0,255,4
234,public,paragraph,4,台場地区の4つの区域のうち、主に居住エリアとして設定された区域はどこか、またその区域の特性や計画内容を詳しく説明せよ。,"台場地区の4つの区域（台場1区域〜台場4区域）のうち、主に居住エリアとして設定されているのは台場1区域です。
台場1区域は、お台場海浜公園の優れた自然環境を生かした、ウォーターフロントに面する住宅市街地を形成し、海岸に面して生活利便施設等を配置します。「水辺の景観をいかした眺望豊かな居住ゾーン」として、超高層から中層までの住棟を組み合わせた居住空間を形成する計画です。
（参考）他の3区域：台場2区域＝住宅街区に加え広域商業機能・居住機能・リゾート型宿泊機能を配置した複合市街地、台場3区域＝業務機能や都市型宿泊機能からなる業務系市街地、台場4区域＝潮風公園を活用した親水・緑地ゾーン。主に居住を目的とした住宅市街地を明確に位置づけているのは台場1区域です。",O,100.0,0,0,0,891,11,O,75.0,0,0,0,949,8,O,100.0,0,0,0,359,5,O,50.0,0,0,0,203,2
235,public,paragraph,0,副都心における供給処理施設について、設計上求められる条件を教えてください。,副都心における上・下水道、ごみ処理、電気・ガス等の供給処理施設は、安全で快適な都市環境の形成、省資源、省エネルギー等をめざして、高度な機能を備えるとともに、各施設は周囲の環境と調和するよう、その配置、デザイン等に配慮することが求められます。また、配管やケーブル等は、災害に強いライフラインを確立するために、原則として共同溝に収容します。,O,,0,0,0,669,2,X,,0,0,0,750,0,O,,0,0,0,953,5,O,,0,0,0,923,10
236,public,image,5,臨海副都心のまちづくりにおいて、高さ80mの建築物と高さ25mの建築物が隣り合って建設される場合、それぞれの建築物について必要な壁面線の後退距離を合計すると何メートルですか？,高さ80mの建築物は後退距離が8m以上、高さ25mの建築物は後退距離が6m以上必要です。したがって、合計後退距離は14m以上です。,O,100.0,0,0,0,214,11,X,60.0,0,0,0,182,11,O,100.0,0,0,0,305,10,O,100.0,0,0,0,311,11
237,public,paragraph,1,お台場海浜公園に隣接する『お台場シーサイドプロムナード』の設計に関して、主要施設部分の壁面線のセットバックにどのような工夫がされているか説明してください。また、このセットバックが歩行者動線に与える影響についても詳しく述べてください。,セットバックの工夫として、主要施設部分の壁面線を20m程度後退させることで、歩行者空間の広がりと一体感を持たせています。セットバックした敷地内にはウェストプロムナードや区画道路に整備される立体横断施設と直接結ぶ人工地盤や歩行者デッキ等が整備され、円滑で連続した歩行者動線が確保されます。これにより、シームレスな歩行者の流れが生まれ、にぎわいある空間が形成されます。,O,100.0,0,0,0,745,7,O,100.0,0,0,0,1036,7,O,100.0,0,0,0,294,1,O,100.0,0,0,0,181,1
238,public,paragraph,1,東京のまちづくりの「みどり率」とは何ですか？具体的に説明してください。,みどり率とは、「緑の東京計画」（平成12年12月）において提示されました。従来の「緑被率」に「河川等の水面の占める割合」と「公園内で樹林等の緑で覆われていない面積の割合」とを加えたもので、ある地域における公園、街路樹、樹林地、草地、農地、宅地内の緑（屋上緑化を含む）、河川、水路、湖沼などの面積が、その地域全体の面積に占める割合を指します。,O,100.0,0,0,0,452,3,O,100.0,0,0,0,445,5,O,100.0,0,1,0,233,2,O,100.0,0,0,0,242,2
239,public,image,0,東京都の都市計画に関する指針では、自動車交通による影響を低減するために具体的にどのような方策が考えられているか。,湾岸線などの交通量の多い広域幹線道路沿いやインターチェンジ周辺の街区は、壁面と道路との間に十分な幅の緩衝緑地帯を設けるなどして、騒音、排気ガス等の自動車交通の環境影響の低減を図ります。,O,,0,0,0,266,0,O,,0,0,0,379,0,O,,0,0,0,763,6,O,,0,0,0,650,5
240,retail,paragraph,1,GDPの品質システムとして、卸売業者等の経営陣は具体的にどのような責任を担う必要があるか。また、経営陣の役割や役職目安についても教えてください。,卸売販売業者等の経営陣は、品質システムのすべての分野において、適格性のある職員、並びに適切で十分な建物、施設及び機器の面で、十分なリソースが充てられることを確実に保証する必要があります。経営陣は2階層に分類でき、社長や流通本部長等が該当する上級経営陣は経営資源を配分します。方針を現場に伝達・理解させる経営陣は物流部長、物流センター長等が該当します。,O,100.0,0,1,0,1706,20,O,100.0,0,1,0,1417,18,O,100.0,0,0,0,737,14,O,100.0,0,0,0,585,1
241,retail,image,0,GDP関連品質マネジメントレビューで輸送時品質を確認する場合、どのような指標でレビューを行う必要がありますか？,"輸送時品質を評価するには、次の指標でレビューを行います。
・指定温度逸脱
・破損
・誤出荷
・紛失
・納期遅延",O,,0,0,0,690,6,O,,0,0,0,895,13,O,,0,0,0,99,1,O,,0,0,0,104,1
242,retail,paragraph,3,医薬品の受入れ場所及び発送場所におけるハード対応とソフト対応の具体的な例をそれぞれ3つずつ挙げてください。,"まず、ハード対応の例としては以下のようなものが挙げられます。 
1. 外気温の影響を低減させるドックシェルターの設置
2. 雨天時に医薬品が水濡れするのを防ぐ屋根の設置
3. 検品区域への適切な設備の設置

次に、ソフト対応の例としては以下のものがあります。
1. 受入れ、発送及び保管の区域について適切に分離
2. 時間による作業工程の区別
3. 製品の入出庫管理を維持するための手順を定義",O,100.0,0,0,0,497,6,O,100.0,0,0,0,498,6,O,100.0,0,0,0,331,12,O,100.0,0,0,0,448,9
243,retail,paragraph,0,外部の人が医療用品保管エリアに入るときは、どのような手順に従う必要がありますか。また、無関係の人が立ち入らないような防止策についても教えてください。,医薬品の貯蔵設備は、当該区域に立ち入ることができる者を特定し、立入りは権限を与えられた職員のみに限定します。外部の人が医療用品保管エリアに入るときは、原則として従業員が同行する必要があります。無関係の第三者が立ち入ることを防ぐために、出入り口にカードキーや指紋認証を使用してアクセスを制限するとともに、主な搬入・発送場所にはCCTVと侵入検知センサを設置することが望ましい。,O,,0,1,0,797,27,O,,0,0,0,835,5,O,,0,0,0,414,0,O,,0,0,0,512,19
244,retail,table,0,商品の青果物を置いておく店舗保管場所について、どのようなことに気を付けながら清掃やメンテナンスを行う必要がありますか。,店舗保管場所について、ほうきやブラシで残渣やごみを取り除き、汚れがひどい場合は水で床を洗い流します。床に亀裂や塗装の欠落、水たまりになりやすい箇所がないか確認してください。,O,,0,0,0,781,1,O,,0,0,0,570,0,O,,0,0,0,912,7,O,,0,0,0,467,0
245,retail,table,0,販売した青果物商品に問題があった場合など、クレームや事故に備えて、普段からどのような対応を行うべきでしょうか。また、問題が発生した場合の対応方法について教えてください。,"万が一、商品に問題があった場合は、取引先や最終消費者に混乱や健康被害など多大な迷惑を与えてしまいます。
また、原産地などの情報を誤って伝えてしまうと法令違反の可能性があるだけではなく、信用失墜を招く恐れがあります。普段から、仕入れ伝票・販売伝票を保管し、問題が発生した場合は販売先に対してすぐに注意喚起や回収などの連絡をします。場合によっては、行政機関（保健所等）に連絡しなくてはなりません。",O,,0,0,0,1194,11,O,,0,0,0,1677,11,O,,0,0,0,750,2,O,,0,0,0,444,2
246,retail,table,0,品質衛生に関する苦情・事故対応記録の再発防止策に関して、記入が必要な項目は何ですか？,改善策内容、再発防止、改善内容の周知・再教育・訓練、確認月日、確認者です。,O,,0,0,0,262,1,O,,0,0,0,282,0,O,,0,0,0,81,0,X,,0,0,0,99,1
247,retail,paragraph,0,コンビニの社会的役割に対する期待に、人口密度による違いはありますか？,人口密度による違いは見られません。,O,,0,0,0,85,0,O,,0,0,0,39,0,O,,0,0,0,207,2,O,,0,0,0,147,0
248,retail,table,4,コンビニの深夜早朝営業について、「地域の需要を踏まえて判断すべき」と回答した利用者のうち、深夜早朝営業に好意的な意見を具体的に挙げてください。,"「地域性などを踏まえ店舗によっては必要」と考える回答者の中で、深夜時間営業について好意的な回答として、具体的には以下のような意見がありました。
・都心や国道沿いなど需要のある地域では必要だと感じる。（男性、20代以下、無職、月に1~3回程度）
・深夜に働く人が多い地域や、過疎地ではライフラインのひとつとしてコンビニが必要とされると思うので、深夜営業があったほうがいいと思う。
（女性、30代、専業主婦、月に1~3回程度）",O,100.0,0,0,0,714,15,O,100.0,0,0,0,700,16,O,0.0,0,1,0,297,1,O,0.0,0,0,0,385,1
249,retail,image,2,新たなコンビニ関連サービスとして、ユーザーが普及を望んでいる割合が高い取り組みと、逆に普及を望まれていない取り組みはそれぞれ何か。ユーザー調査の数値も合わせて教えてください。,消費期限の近い商品について、レジで自動的に値段が割り引かれるダイナミックプライシングを望む声が最も高く、普及すると良いと回答した人が66.5%でした。一方で、普及すると良いとは思わないと回答した人の割合が最も多かったのが、過去の購買データを元に今必要と思われる商品をおすすめしてくれるサービスで、回答者の割合が40.2%となっています。,X,50.0,0,0,0,1121,20,X,50.0,0,0,0,719,15,O,50.0,0,1,0,436,7,O,50.0,0,0,0,518,8
250,retail,table,1,コンビニエンスストアをよく利用する時間帯が午前8時から午前11時までの割合は何％ですか？,29.5％です。,O,100.0,0,0,0,52,3,O,100.0,0,0,0,52,3,O,100.0,0,0,0,41,3,O,100.0,0,0,0,8,1
251,retail,paragraph,6,午前5時から午前8時の時間帯と午前2時から午前5時の時間帯にコンビニエンスストアを利用する人の合計数はどれくらいですか?,"午前5時から午前8時の時間帯に利用する人の数は1,221人で、午前2時から午前5時の時間帯に利用する人の数は168人です。したがって、合計数は1,221 + 168 = 1,389人です。",O,100.0,0,0,0,59,7,O,100.0,0,0,0,108,7,O,100.0,0,0,0,110,9,O,100.0,0,0,0,119,9
252,retail,table,1,コンビニエンスストアで買い物をする際キャッシュレス決済をほぼ毎回利用している人の割合は何％ですか？,35.7％です。,O,100.0,0,0,0,62,1,O,100.0,0,0,0,65,1,O,100.0,0,0,0,96,1,O,100.0,0,0,0,88,1
253,retail,paragraph,1,コンビニエンスストアに社会的役割として期待する活動で「災害対応機能」が重要と回答した人の割合は何％ですか？,51.0％です。,O,100.0,0,0,0,36,1,O,100.0,0,0,0,36,1,O,100.0,0,0,0,90,1,O,100.0,0,0,0,86,1
254,retail,paragraph,0,モール型のネット通販サイトなど、商品ごとに販売条件などが異なる場合がある。このような場合、すべての説明を最終確認画面に表示すると、かえって消費者がわかりにくくなってしまう恐れがある。わかりやすく表示するために、どのように対応するのが望ましいか。,インターネットショッピングモールの最終確認画面では、消費者がさまざまなサイズの画面と異なるフォーマットを使用することを考慮する必要があります。たとえば、画面のサイズに応じて読みやすく情報を配置したり、スクロール機能を使用してすべての情報に簡単にアクセスできるようにする必要があります。また、複数の販売者が同じモールで商品を販売する場合、各商品の条件が異なる場合がありますので、各商品の条件を明確に区分して表示する必要があります。これらの要素を考慮することで、消費者は誤解なしに購入条件を明確に認識することができます。したがって、消費者が情報を簡単に認識できるように、直感的で明確なインターフェース設計が必要です。また、関連広告部分へのリンクを明確にして、消費者が簡単に参照できるようにする必要があります。,O,,0,0,0,453,3,O,,0,0,0,825,1,O,,0,0,0,315,2,O,,0,0,0,430,3
255,retail,paragraph,1,定期購読契約が無期限に設定されている場合、および「自動更新」条件が含まれている場合に消費者にどのような情報を明確に表示するかを説明してください。,無期限の定期購読契約の場合、無期限であることを明確に表示する必要があり、消費者が参考にできるように1年単位の総分量など一定期間に分量を分けて提示することが望ましい。これは、消費者が契約の無期限を認識しながら、おおよその使用量を簡単に把握できるようにするためです。 「自動更新」条件が含まれている場合は、その条件の明確な表示が必要です。 1年単位の設定は、消費者が一定期間の予想コストを事前に把握するのに役立ち、年間消費パターンに基づいてより良い計画を立てるのに役立ちます。,O,100.0,0,1,0,725,5,O,100.0,0,1,0,533,5,O,100.0,0,0,0,336,4,O,100.0,0,0,0,220,1
256,retail,image,1,通販の商品申込ハガキにキャンセル、返品・交換に関する注意事項を書面に記載する場合、第12条6に違反しない記載例を挙げてください。,"キャンセル・返品・交換についての注意事項として、次のような表記が考えられます。

・当社が商品の発送を行うまでは、以下に記載の電話番号にてお申込みの
撤回を行うことが可能です。
・商品到着後の返品については、10日以内に電話での御連絡をお願いいた
します。
・不良品の返品については返送料も当社負担で対応いたしますが、お客様
の御都合による返品については返送料を御負担いただきます。
・同一商品のサイズ交換については返送料のみの御負担（手数料や再発送
する際の送料等の支払は不要）で対応いたします。
（キャンセル・返品・交換：専用ダイヤル）XX－XXXX－XXXX",O,100.0,0,1,0,1697,15,O,100.0,0,0,0,1872,18,O,100.0,0,0,0,422,6,O,100.0,0,0,0,606,10
257,retail,paragraph,0,多数の商品が掲載されている通販カタログなど、申込書に商品の価格等の記載が困難な場合、特定商取引に関する法律 第12条の6に違反しないようにするためにどのような対応が求められますか？,カタログに多数の商品が掲載されており、それぞれの価格等を記載することが困難な場合等は、カタログの該当箇所を容易に参照できる状態にしていれば『商品コード』等のみを記入する欄を設ける形式でも認められます。例えば、申込はがきに商品コードと注文数を記入する形式が許容されています。,O,,0,1,0,1065,6,O,,0,1,0,774,4,O,,0,0,0,459,8,O,,0,0,0,725,10
258,retail,image,0,セルフメディケーション推進におけるスイッチOTC薬とはどのような薬を指すのか、説明してください。,スイッチOTC医薬品とは、要指導医薬品及び一般用医薬品のうち、医療用から転用された医薬品（類似の医療用医薬品が引き続き同じ用法で保険給付の対象外のものを除く。）を指します。対象となる医薬品の薬効の例は、かぜ薬、胃腸薬、鼻炎用内服薬、水虫・たむし用薬、肩こり・腰痛・関節痛の貼付薬等です。,X,,0,0,1,94,0,O,,0,0,0,490,9,X,,0,0,1,257,4,O,,0,0,0,498,11
259,retail,image,10,セルフメディケーション推進のためのスイッチOTC薬控除について、課税所得400万円の人がスイッチOTC対象の医薬品を1年で2万円購入した場合、課税所得控除はいくらになるか。また、減税効果について、所得税と個人住民税それぞれ提示してください。,"課税所得400万円の人がスイッチOTC対象の医薬品を1年で2万円購入した場合、8,000円が課税所得から控除されます。（対象医薬品の購入金額：20,000円－下限額：12,000円＝8,000円）減税額は、所得税：1,600円（控除額：8,000円 × 所得税率：20% ＝ 1,600円）、個人住民税は800円の減税効果（控除額：8,000円 × 個人住民税率：10% ＝ 800円）となります。
",X,60.0,0,0,0,902,30,X,40.0,0,0,0,704,35,X,50.0,0,0,1,349,14,X,30.0,0,0,1,261,5
260,retail,paragraph,0,レシートに記載されるセルフメディケーション税制対象商品に関する情報は、どのような方法で消費者にわかりやすく示されているのか、具体的な対応例を挙げて説明してください。,セルフメディケーション税制対象商品に関する情報は、レシートに特定のマークを商品名の前に付けることで示されます。このマークは各社で自由に設定され、例えば「印はセルフメディケーション税制対象商品」といった説明がレシートに記載されます。もう一つの方法は、対象商品のみの合計額を分けて記載することです。,O,,0,0,0,691,1,O,,0,0,0,546,7,O,,0,0,0,620,10,O,,0,0,0,664,11
261,retail,paragraph,1,手書き領収書は、セルフメディケーション税制対象商品1品目ごとに発行しなければなりませんか？,税制対象品目の領収書を、1品目単位で発行する必要はありません。領収書には、控除対象商品の商品名を記載し、当該商品がセルフメディケーション税制対象商品である旨を記載してください。,O,100.0,0,0,0,80,2,O,100.0,0,0,0,100,2,O,100.0,0,0,0,94,2,O,100.0,0,0,0,98,2
262,retail,paragraph,2,1年間の自己負担医療費が8万8千円未満の場合にセルフメディケーション税制を利用する際、対象商品を1万2千円以上購入したが、その一部が治療用途のOTCであった場合の最適な税控除の選択方法について詳しく教えてください。,まず、セルフメディケーション税制の対象商品を1万2千円以上購入していれば、この税制を利用することが可能です。しかし、その一部が治療用途のOTCである場合、従来の医療費控除も考慮する必要があります。治療用途のOTCは従来の医療費控除に含めることができるため、治療用途のOTCの費用を医療費控除に含め、合算した結果がどちらの控除が有利かを判断します。具体的な計算は下記のリンクで行うと便利です。https://www.jfsmi.jp/lp/tax/,O,100.0,0,1,0,1964,68,O,100.0,0,0,0,1979,44,O,100.0,0,1,0,844,24,O,100.0,0,1,0,1145,31
263,retail,paragraph,0,大規模小売業者が特売商品等の買いたたきとなる行為と、不当な値引き行為について、それぞれどのようなものか説明してください。,特売商品等の買いたたきとして認められる行為には、市場価格よりも著しく低い価格で特売商品を購入するために納入業者に圧力をかけることが含まれます。これにより納入業者は利益を大幅に削減され、経済的な困難に陥る可能性があります。,O,,0,0,0,1132,5,O,,0,0,0,972,4,O,,0,0,0,180,2,O,,0,0,0,312,2
264,retail,paragraph,0,大規模小売業者がプライベート・ブランド商品の特別注文を納入業者に依頼した後、その商品の受領を拒否した場合、納入業者が通常生ずべき損失を負担しなければならない状況とそうでない状況について具体的に説明してください。,大規模小売業者がプライベート・ブランド商品の特別注文を納入業者に依頼した後にその商品の受領を拒否する場合、納入業者が通常生ずべき損失を負担しない状況は、あらかじめ納入業者の同意を得て、かつ、商品の受領を拒むことによって生じる損失を大規模小売業者が負担する場合です。これに対し、納入業者が通常生ずべき損失を自ら負担しなければならない状況は、大規模小売業者が事前に納入業者の同意を得ていない場合や、大規模小売業者が損失を負担しないと決めた場合です。,X,,0,0,0,1292,7,X,,0,0,0,1164,1,X,,0,0,0,327,1,O,,0,0,0,714,2
265,retail,image,3,大規模小売事業者の押し付け販売とみなされた具体例について、百貨店の事例はありますか？,大規模小売事業者の押し付け販売とみなされた百貨店の事例はあります。百貨店が「全従業員訪問販売」等の販売企画を実施する際に、納入業者に対して、当該販売企画の販売対象となる商品を購入させ、また、絵画の展示会で販売する絵画を購入させていた事案があります。この件は、平成21年3月5日排除措置命令が出されました。,X,0.0,0,0,1,95,0,O,100.0,0,0,0,223,4,X,0.0,0,0,1,252,1,O,100.0,0,0,0,139,3
266,retail,paragraph,0,大規模小売事業者による「不当な経済上の利益の収受」に該当する本来納入業者が提供する必要のない金銭とは、具体的にどのような金銭を指すか。,「本来当該納入業者が提供する必要のない金銭」とは、具体的には、決算対策協賛金、納入業者の商品が含まれていない催事や広告のための協賛金、納入業者の商品が置かれている売場とは関係ない場所での売場の改装のための協賛金等を指します。,O,,0,0,0,341,0,O,,0,0,0,345,0,O,,0,1,0,710,10,O,,0,0,0,174,0
267,retail,paragraph,3,納入業者が要求（告示第1項から第8項）に応じなかった場合、大規模小売業者から「今月は発注量を減らします」と通知を受けたが、これはどのような条項に違反する可能性があるか？,納入業者が告示第1から第8項に応じなかった場合に、大規模小売業者が「今月は発注量を減らします」と通知をすることは、告示第9項の『その他不利益な取扱い』に該当する可能性があります。公正取引委員会がこれを不当と判断した場合、当該大規模小売業者に対する指導や制裁が行われることがあります。,O,100.0,0,0,0,236,5,O,100.0,0,0,0,213,4,O,33.3,0,0,0,168,1,O,100.0,0,0,0,342,7
268,retail,image,0,食品表示法に基づく容器包装への表示について、品質事項と衛生事項で共通している項目は何か。具体的に教えてください。,品質事項と衛生事項で共通している項目は、名称、賞味・消費期限、保存方法、遺伝子組換え情報、製造者名等です。,X,,0,0,1,116,0,X,,0,0,0,414,1,X,,0,0,1,108,0,X,,0,0,1,87,0
269,retail,table,2,ECサイトにおける期限情報の掲載について、出荷日から起算した掲載を考えています。この表示を適用できる食品の条件と、掲載例を教えてください。,"出荷時点で食品の期限残の期間が明確化されている場合に、出荷日から起算する期限の掲載が可能です。主に、期限が短い食品が対象となっています。表示例は次のとおりです。
- 出荷日より 14 日
- 出荷の時点から起算して 14 日前後
- 発送日より約 14 日
- 商品発送の時点で賞味期限まで残り 90 日以上の商品をお届け",O,0.0,0,0,0,534,4,O,50.0,0,0,0,784,7,O,0.0,0,1,0,272,4,O,0.0,0,0,0,329,0
270,retail,paragraph,2,ECサイトで発注から配送までの日数が前後する場合も考えられるが、期限について消費者に誤認させないために、期限残表示においてどのような配慮をするべきか。,消費者に誤認を与えない情報を伝えるという意味で、期限残の日数に「前後」や「約」といった言葉を入れる方法もあります。例えば、「お届け日を含め 10 日前後、到着日から約 7 日」といった表示です。このように記載することで、配達日程が多少前後したとしても、掲載内容に大きな齟齬が生じるリスクを低下させることができます。,O,100.0,0,0,0,925,22,O,100.0,0,0,0,783,13,O,100.0,0,0,0,603,6,O,0.0,0,0,0,663,4
271,retail,paragraph,0,商品リニューアル等で原材料が変わり、同じ製品でも容器や包装パッケージに記載される情報が変わるケースがあります。入出荷管理の事情で、最新の原材料情報をECサイトに即時反映できないことがありますが、ECサイトの食品情報表示にどのような注意書きを記載するべきでしょうか。注意文の具体的な文章例を教えてください。,容器包装上の表示と EC サイト上の食品表示情報を同じにすることが適切ですが、入荷・出荷管理等の事情によりEC サイト上の食品表示情報の変更できない場合に備え、実商品が消費者のお手元に配達された際に、必ず食品の容器包装上の表示を確認してもらうよう促す注意文を入れることを推奨します。例えば、「※食品表示情報の掲載内容につきましては、お手元に届きました商品の容器包装の表示を必ずご確認いただきますようお願いします。」といった表示が考えられます。,O,,0,0,0,462,0,O,,0,0,0,764,5,O,,0,0,0,348,0,O,,0,0,0,337,0
272,retail,image,3,ECサイト上において、加工食品の食品表示情報として無くては困る、と利用者が回答した情報の上位3つを教えてください。また、それぞれ全体の何%を占めていますか？具体的な数値を示しながら回答してください。,"ECサイト上において、加工食品の食品表示情報としてなくては困る情報として利用者が多く回答した情報は、次のとおりです。
期限情報（賞味・消費期限など）：36.4%、名称：27.8%、内容量（重量・個数など）：26.1%",X,33.3,0,0,1,340,11,O,100.0,0,1,0,310,9,X,33.3,0,1,0,244,10,O,100.0,0,0,0,251,15
